NUTS_ID,LEVL_CODE,CNTR_CODE,NAME_LATN,NUTS_NAME,URB_VALUE,URB_CLASS,AGE_VALUE,AGE_CLASS,ECS_VALUE,ECS_CLASS,UNR_VALUE,UNR_CLASS,TRN_VALUE,TRN_CLASS,ORG_VALUE,ORG_CLASS
PL72,"2",PL,Świętokrzyskie,Świętokrzyskie,3.00000000000,Predominantly rural,1.32821341956,High,10822.01465340000,Very Small,3.80000000000,Medium to low,0.19406057042,Medium to high,0.72588582677,Very low
EL51,"2",EL,"Anatoliki Makedonia, Thraki","Aνατολική Μακεδονία, Θράκη",3.00000000000,Predominantly rural,0.38054968288,Medium to low,19098.68349890000,Very Small,14.70000000000,Very high,0.00975473802,Very low,4.85651214128,Medium to high
DE26,"2",DE,Unterfranken,Unterfranken,3.00000000000,Predominantly rural,1.69230769231,Very high,91492.11323160000,Medium to Large,2.20000000000,Very low,0.12769010043,Medium to low,14.23125794160,Very high
NL22,"2",NL,Gelderland,Gelderland,1.00000000000,Predominantly urban,0.39234449761,Medium to low,355532.68022600003,Very Large,3.50000000000,Low,1.33509234828,Very high,3.61581920904,Medium to low
DK03,"2",DK,Syddanmark,Syddanmark,3.00000000000,Predominantly rural,0.34121621622,Medium to low,324071.14258599997,Very Large,4.50000000000,Medium to high,0.09119170984,Low,10.26615969580,High
DE93,"2",DE,Lüneburg,Lüneburg,2.00000000000,Intermediate,1.00806451613,High,287796.60465100000,Very Large,2.50000000000,Very low,0.22400990099,Medium to high,7.48230535895,Medium to high
PT11,"2",PT,Norte,Norte,2.00000000000,Intermediate,0.11683848797,Very low,13261.57328960000,Very Small,6.00000000000,Medium to high,0.01969345100,Very low,1.38471349185,Low
DE94,"2",DE,Weser-Ems,Weser-Ems,2.00000000000,Intermediate,1.19745222930,High,388461.21176500001,Very Large,2.60000000000,Very low,0.17769230769,Medium to low,3.13725490196,Medium to low
EL41,"2",EL,Voreio Aigaio,Βόρειο Αιγαίο,3.00000000000,Predominantly rural,0.24052132701,Low,9504.08006963000,Very Small,11.50000000000,Very high,0.00612691466,Very low,4.48020878643,Medium to low
EL62,"2",EL,Ionia Nisia,Ιόνια Νησιά,3.00000000000,Predominantly rural,0.07755946225,Very low,5606.11221450000,Very Small,12.90000000000,Very high,0.00348953141,Very low,1.48957298908,Low
RO12,"2",RO,Centru,Centru,3.00000000000,Predominantly rural,0.21793915896,Low,4530.74431675000,Very Small,5.40000000000,Medium to high,0.00851858889,Very low,0.76927907561,Very low
EL63,"2",EL,Dytiki Elláda,Δυτική Ελλάδα,3.00000000000,Predominantly rural,0.15698303861,Low,12495.13104340000,Very Small,12.60000000000,Very high,0.00391190959,Very low,2.25108225108,Low
EL61,"2",EL,Thessalia,Θεσσαλία,3.00000000000,Predominantly rural,0.20251572327,Low,19154.70563810000,Very Small,16.30000000000,Very high,0.00904079383,Very low,2.38199300699,Low
DEA5,"2",DE,Arnsberg,Arnsberg,1.00000000000,Predominantly urban,1.27941176471,High,123498.59422800000,Medium to Large,3.90000000000,Medium to low,0.37296037296,High,11.88455008490,High
PL82,"2",PL,Podkarpackie,Podkarpackie,3.00000000000,Predominantly rural,0.75141242938,Medium to high,6538.20970944000,Very Small,4.80000000000,Medium to high,0.18082045818,Medium to low,0.86603518268,Very low
DE24,"2",DE,Oberfranken,Oberfranken,3.00000000000,Predominantly rural,1.96666666667,Very high,80178.59695290000,Medium to Small,2.90000000000,Low,0.11230769231,Medium to low,11.77285318560,High
DEB2,"2",DE,Trier,Trier,3.00000000000,Predominantly rural,0.73529411765,Medium to high,99243.00244500001,Medium to Large,2.00000000000,Very low,0.21726190476,Medium to high,9.04645476773,High
PL81,"2",PL,Lubelskie,Lubelskie,3.00000000000,Predominantly rural,1.71138014528,Very high,13189.91223000000,Very Small,4.70000000000,Medium to high,0.31469493446,Medium to high,1.16221866929,Low
ITI4,"2",IT,Lazio,Lazio,1.00000000000,Predominantly urban,0.22033321999,Low,47352.92545650000,Medium to Small,7.70000000000,High,0.06099903939,Low,9.00045228403,High
DE91,"2",DE,Braunschweig,Braunschweig,2.00000000000,Intermediate,0.96153846154,High,179515.14425400001,Large,3.20000000000,Low,0.39455782313,High,5.86797066015,Medium to high
EL52,"2",EL,Kentriki Makedonia,Κεντρική Μακεδονία,2.00000000000,Intermediate,0.37639198218,Medium to low,21738.47202440000,Very Small,14.70000000000,Very high,0.01161423111,Very low,1.87445510026,Low
EL42,"2",EL,Notio Aigaio,Νότιο Αιγαίο,3.00000000000,Predominantly rural,0.15147058824,Very low,8783.36180905000,Very Small,10.70000000000,Very high,0.00505050505,Very low,0.75329566855,Very low
DE80,"2",DE,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,3.00000000000,Predominantly rural,1.14062500000,High,466594.58368200000,Very Large,3.80000000000,Medium to low,0.75457875458,Very high,20.71129707110,Very high
DK04,"2",DK,Midtjylland,Midtjylland,3.00000000000,Predominantly rural,0.24157303371,Low,286599.17259799998,Very Large,4.10000000000,Medium to low,0.07766059444,Low,9.34163701068,High
ITH3,"2",IT,Veneto,Veneto,2.00000000000,Intermediate,0.18035384209,Low,82752.85324640000,Medium to Small,4.20000000000,Medium to low,0.09471598415,Low,4.28812334377,Medium to low
RO11,"2",RO,Nord-Vest,Nord-Vest,3.00000000000,Predominantly rural,0.28490645491,Medium to low,3745.72687672000,Very Small,3.10000000000,Low,0.00686301245,Very low,0.80124588092,Very low
NL34,"2",NL,Zeeland,Zeeland,2.00000000000,Intermediate,0.33823529412,Medium to low,343636.52707600000,Very Large,2.60000000000,Very low,1.37606837607,Very high,2.52707581227,Medium to low
DK05,"2",DK,Nordjylland,Nordjylland,3.00000000000,Predominantly rural,0.25619834711,Low,280243.79698200000,Very Large,4.80000000000,Medium to high,0.05805515239,Low,10.42524005490,High
DE23,"2",DE,Oberpfalz,Oberpfalz,3.00000000000,Predominantly rural,2.19277108434,Very high,91655.85280150000,Medium to Large,2.50000000000,Very low,0.09812108560,Low,9.40170940171,High
DEA3,"2",DE,Münster,Münster,2.00000000000,Intermediate,1.73118279570,Very high,226750.30241500001,Very Large,3.40000000000,Low,0.62480376766,Very high,1.93236714976,Low
PL21,"2",PL,Małopolskie,Małopolskie,1.00000000000,Predominantly urban,1.10283517540,High,7287.52068462000,Very Small,2.40000000000,Very low,0.21623754563,Medium to high,0.51074179165,Very low
ITH2,"2",IT,Provincia Autonoma di Trento,Provincia Autonoma di Trento,2.00000000000,Intermediate,0.41935483871,Medium to low,34562.69928570000,Small,3.80000000000,Medium to low,0.11464968153,Medium to low,10.32303370790,High
DE27,"2",DE,Schwaben,Schwaben,3.00000000000,Predominantly rural,1.79844961240,Very high,111163.82340100000,Medium to Large,2.40000000000,Very low,0.09285714286,Low,14.52192667150,Very high
DE71,"2",DE,Darmstadt,Darmstadt,1.00000000000,Predominantly urban,0.83783783784,Medium to high,123253.39271299999,Medium to Large,4.00000000000,Medium to low,0.20833333333,Medium to high,9.91902834008,High
DE73,"2",DE,Kassel,Kassel,3.00000000000,Predominantly rural,1.52238805970,Very high,94629.05660380000,Medium to Large,2.40000000000,Very low,0.23495145631,Medium to high,13.83647798740,Very high
DE92,"2",DE,Hannover,Hannover,1.00000000000,Predominantly urban,0.88750000000,Medium to high,251182.39538700000,Very Large,3.10000000000,Low,0.41822429907,High,4.77759472817,Medium to low
FRD1,"2",FR,Basse-Normandie,Basse-Normandie,3.00000000000,Predominantly rural,1.04347826087,High,154017.23100699999,Large,6.20000000000,High,0.60995024876,Very high,9.45027794935,High
DEB1,"2",DE,Koblenz,Koblenz,2.00000000000,Intermediate,0.83132530121,Medium to high,87811.45951040000,Medium to Small,2.80000000000,Low,0.19015659955,Medium to low,11.48775894540,High
UKG1,"2",UK,"Herefordshire, Worcestershire and Warwickshire","Herefordshire, Worcestershire and Warwickshire",2.00000000000,Intermediate,0.09765625000,Very low,144941.75883300000,Medium to Large,2.90000000000,Low,0.24236641221,Medium to high,1.66163141994,Low
UKL2,"2",UK,East Wales,East Wales,1.00000000000,Predominantly urban,0.13719512195,Very low,95618.53664599999,Medium to Large,3.20000000000,Low,0.16835994195,Medium to low,2.60545905707,Medium to low
UKM5,"2",UK,North Eastern Scotland,North Eastern Scotland,2.00000000000,Intermediate,0.10791366907,Very low,116290.50000000000,Medium to Large,3.20000000000,Low,0.25067385445,Medium to high,0.43103448276,Very low
UKM6,"2",UK,Highlands and Islands,Highlands and Islands,3.00000000000,Predominantly rural,0.15424164524,Low,35729.21004570000,Small,2.20000000000,Very low,0.15567282322,Medium to low,0.68441064639,Very low
UKF3,"2",UK,Lincolnshire,Lincolnshire,2.00000000000,Intermediate,0.11666666667,Very low,328061.79265100003,Very Large,3.60000000000,Medium to low,0.32752613240,High,0.81743869210,Very low
UKK3,"2",UK,Cornwall and Isles of Scilly,Cornwall and Isles of Scilly,2.00000000000,Intermediate,0.13333333333,Very low,132253.01210699999,Medium to Large,2.10000000000,Very low,0.19364161850,Medium to high,2.65486725664,Medium to low
SK03,"2",SK,Stredné Slovensko,Stredné Slovensko,3.00000000000,Predominantly rural,1.11864406780,High,61733.86124400000,Medium to Small,6.60000000000,High,0.08854166667,Low,3.03030303030,Medium to low
UKM8,"2",UK,West Central Scotland,West Central Scotland,0.00000000000,No data,0.00000000000,No data,0.00000000000,No data,4.50000000000,Medium to high,0.00000000000,No data,0.00000000000,No data
FRE2,"2",FR,Picardie,Picardie,3.00000000000,Predominantly rural,1.50746268657,Very high,248145.61834099999,Very Large,9.10000000000,Very high,1.15630885122,Very high,4.97816593886,Medium to high
SK04,"2",SK,Východné Slovensko,Východné Slovensko,3.00000000000,Predominantly rural,1.13684210526,High,85778.81764710000,Medium to Small,10.20000000000,Very high,0.11353711790,Medium to low,4.50980392157,Medium to low
UKM9,"2",UK,Southern Scotland,Southern Scotland,0.00000000000,No data,0.00000000000,No data,0.00000000000,No data,3.10000000000,Low,0.00000000000,No data,0.00000000000,No data
ITF5,"2",IT,Basilicata,Basilicata,3.00000000000,Predominantly rural,0.25000000000,Low,26237.45901150000,Small,7.10000000000,High,0.07235798159,Low,7.98108187999,Medium to high
ITF6,"2",IT,Calabria,Calabria,3.00000000000,Predominantly rural,0.18866192334,Low,22329.61492510000,Very Small,14.60000000000,Very high,0.05042386877,Low,11.14716349170,High
SK02,"2",SK,Západné Slovensko,Západné Slovensko,3.00000000000,Predominantly rural,0.76470588235,Medium to high,141607.39324300000,Medium to Large,4.00000000000,Medium to low,0.16692913386,Medium to low,1.89189189189,Low
FRK2,"2",FR,Rhône-Alpes,Rhône-Alpes,1.00000000000,Predominantly urban,1.80243161094,Very high,116874.05644299999,Medium to Large,6.60000000000,High,0.56531406337,Very high,16.61341853040,Very high
FRM0,"2",FR,Corse,Corse,3.00000000000,Predominantly rural,1.68421052632,Very high,115938.02120100000,Medium to Large,6.00000000000,Medium to high,0.55801104972,Very high,16.96113074200,Very high
FRF1,"2",FR,Alsace,Alsace,2.00000000000,Intermediate,1.29661016949,High,141729.22413799999,Medium to Large,6.70000000000,High,0.37381703470,High,12.29885057470,High
SE23,"2",SE,Västsverige,Västsverige,2.00000000000,Intermediate,0.30861723447,Medium to low,90037.93939390000,Medium to Small,6.30000000000,High,0.25022026432,Medium to high,10.14799154330,High
FRE1,"2",FR,Nord-Pas de Calais,Nord-Pas de Calais,1.00000000000,Predominantly urban,1.82727272727,Very high,237801.86330900001,Very Large,8.70000000000,High,0.98926654741,Very high,5.21582733813,Medium to high
UKJ1,"2",UK,"Berkshire, Buckinghamshire and Oxfordshire","Berkshire, Buckinghamshire and Oxfordshire",1.00000000000,Predominantly urban,0.10294117647,Very low,171341.75200000001,Large,2.80000000000,Low,0.32042253521,High,1.63934426230,Low
HU22,"2",HU,Nyugat-Dunántúl,Nyugat-Dunántúl,3.00000000000,Predominantly rural,0.27178153446,Low,38876.11541970000,Small,2.40000000000,Very low,0.09704852426,Low,1.23175182482,Low
ITC3,"2",IT,Liguria,Liguria,1.00000000000,Predominantly urban,0.29436325679,Medium to low,38582.71828790001,Small,6.90000000000,High,0.07262103506,Low,4.27350427350,Medium to low
UKM7,"2",UK,Eastern Scotland,Eastern Scotland,1.00000000000,Predominantly urban,0.17486338798,Low,193738.93644100000,Large,3.40000000000,Low,0.39370078740,High,1.69491525424,Low
HR02,"2",HR,Panonska Hrvatska,Panonska Hrvatska,3.00000000000,Predominantly rural,0.56004756243,Medium to high,20605.91217150000,Very Small,10.90000000000,Very high,0.03267273701,Very low,5.75626620570,Medium to high
PL84,"2",PL,Podlaskie,Podlaskie,3.00000000000,Predominantly rural,2.29308176101,Very high,25413.68925900000,Small,2.50000000000,Very low,0.45601503759,High,3.72662798195,Medium to low
FRJ2,"2",FR,Midi-Pyrénées,Midi-Pyrénées,2.00000000000,Intermediate,1.06423611111,High,91228.30605560000,Medium to Large,6.20000000000,High,0.53132832080,Very high,16.20294599020,Very high
MT00,"2",MT,Malta,Malta,1.00000000000,Predominantly urban,0.28571428571,Medium to low,11241.07058820000,Very Small,2.90000000000,Low,0.01460823373,Very low,0.26143790850,Very low
NL23,"2",NL,Flevoland,Flevoland,1.00000000000,Predominantly urban,0.00000000000,No data,796880.12121200003,Very Large,3.30000000000,Low,8.16666666667,Very high,13.93939393940,Very high
NL31,"2",NL,Utrecht,Utrecht,1.00000000000,Predominantly urban,0.41176470588,Medium to low,292133.91079800000,Very Large,3.30000000000,Low,1.09803921569,Very high,5.16431924883,Medium to high
NL32,"2",NL,Noord-Holland,Noord-Holland,1.00000000000,Predominantly urban,0.40000000000,Medium to low,527762.02034900000,Very Large,3.60000000000,Medium to low,1.89075630252,Very high,3.48837209302,Medium to low
HU31,"2",HU,Észak-Magyarország,Észak-Magyarország,3.00000000000,Predominantly rural,0.32082324455,Medium to low,23598.30711160000,Small,6.20000000000,High,0.12071269488,Medium to low,2.38379022646,Low
RO32,"2",RO,Bucureşti-Ilfov,Bucureşti-Ilfov,1.00000000000,Predominantly urban,0.17433751743,Low,4013.89204875000,Very Small,2.70000000000,Very low,0.01292596945,Very low,0.23215322113,Very low
ITC2,"2",IT,Valle d’Aosta/Vallée d’Aoste,Valle d’Aosta/Vallée d’Aoste,2.00000000000,Intermediate,0.54054054054,Medium to high,22897.69879520000,Small,5.30000000000,Medium to high,0.10222222222,Low,2.80000000000,Medium to low
NL33,"2",NL,Zuid-Holland,Zuid-Holland,1.00000000000,Predominantly urban,0.50000000000,Medium to high,859895.55053799995,Very Large,3.90000000000,Medium to low,1.08520179372,Very high,1.93548387097,Low
ITF1,"2",IT,Abruzzo,Abruzzo,3.00000000000,Predominantly rural,0.15556660040,Low,30175.17354070000,Small,9.40000000000,Very high,0.05268153773,Low,5.03144654088,Medium to high
HR03,"2",HR,Jadranska Hrvatska,Jadranska Hrvatska,3.00000000000,Predominantly rural,0.22156334232,Low,7012.09439252000,Very Small,6.80000000000,High,0.01783590963,Very low,2.98995561785,Medium to low
IE06,"2",IE,Eastern and Midland,Eastern and Midland,0.00000000000,No data,0.44246575343,Medium to high,66846.61130140000,Medium to Small,4.70000000000,Medium to high,0.34349827388,High,1.41267123288,Low
UKG2,"2",UK,Shropshire and Staffordshire,Shropshire and Staffordshire,1.00000000000,Predominantly urban,0.08333333333,Very low,178829.41640900000,Large,3.30000000000,Low,0.22117202268,Medium to high,0.98176718093,Very low
ITF2,"2",IT,Molise,Molise,3.00000000000,Predominantly rural,0.20000000000,Low,27956.76195710000,Small,10.50000000000,Very high,0.05449275362,Low,3.01700493692,Medium to low
PL91,"2",PL,Warszawski stołeczny,Warszawski stołeczny,1.00000000000,Predominantly urban,0.81574239714,Medium to high,14828.40752140000,Very Small,1.90000000000,Very low,0.30000000000,Medium to high,1.09215017065,Very low
FRG0,"2",FR,Pays de la Loire,Pays de la Loire,2.00000000000,Intermediate,3.05084745763,Very high,241461.91826199999,Very Large,6.10000000000,Medium to high,0.95101088647,Very high,14.23444976080,Very high
RO41,"2",RO,Sud-Vest Oltenia,Sud-Vest Oltenia,3.00000000000,Predominantly rural,0.24606195158,Low,3118.07890506000,Very Small,8.80000000000,Very high,0.00642892585,Very low,0.39227454931,Very low
ITC4,"2",IT,Lombardia,Lombardia,1.00000000000,Predominantly urban,0.32744978698,Medium to low,200653.97905100000,Large,4.80000000000,Medium to high,0.14097560976,Medium to low,5.33162721263,Medium to high
ITF3,"2",IT,Campania,Campania,1.00000000000,Predominantly urban,0.28449408673,Medium to low,32331.38958410000,Small,17.10000000000,Very high,0.05367607885,Low,7.28418399496,Medium to high
ITC1,"2",IT,Piemonte,Piemonte,1.00000000000,Predominantly urban,0.35290697674,Medium to low,83334.43972870000,Medium to Small,6.50000000000,High,0.10305751550,Medium to low,5.57059961315,Medium to high
HU23,"2",HU,Dél-Dunántúl,Dél-Dunántúl,3.00000000000,Predominantly rural,0.29732620321,Medium to low,36780.14328030000,Small,4.70000000000,Medium to high,0.11060855263,Medium to low,1.48093298778,Low
UKH3,"2",UK,Essex,Essex,1.00000000000,Predominantly urban,0.10126582279,Very low,193053.85116300001,Large,3.20000000000,Low,0.37579617834,High,0.92165898618,Very low
RO42,"2",RO,Vest,Vest,3.00000000000,Predominantly rural,0.28704066954,Medium to low,6933.28707402000,Very Small,3.70000000000,Medium to low,0.01212938005,Very low,0.73482270553,Very low
FRF2,"2",FR,Champagne-Ardenne,Champagne-Ardenne,3.00000000000,Predominantly rural,1.29152542373,High,214602.41444299999,Very Large,8.00000000000,High,0.62677636500,Very high,5.38178472861,Medium to high
HU12,"2",HU,Pest,Pest,0.00000000000,No data,0.27643784787,Medium to low,24954.99934900000,Small,2.20000000000,Very low,0.09949892627,Low,1.04166666667,Very low
UKL1,"2",UK,West Wales and The Valleys,West Wales and The Valleys,2.00000000000,Intermediate,0.12459546926,Very low,78815.96835440000,Medium to Small,4.00000000000,Medium to low,0.15422077922,Medium to low,2.45959241040,Medium to low
FRL0,"2",FR,Provence-Alpes-Côte d’Azur,Provence-Alpes-Côte d’Azur,1.00000000000,Predominantly urban,0.86285714286,Medium to high,160760.69743000000,Large,6.70000000000,High,0.36414342630,High,21.67056074770,Very high
FRI1,"2",FR,Aquitaine,Aquitaine,1.00000000000,Predominantly urban,1.00803212851,High,178765.52292399999,Large,6.90000000000,High,0.55822088956,Very high,13.62616223150,Very high
FRF3,"2",FR,Lorraine,Lorraine,2.00000000000,Intermediate,2.48101265823,Very high,166798.22308500001,Large,6.90000000000,High,0.85979381443,Very high,12.20865704770,High
FRC2,"2",FR,Franche-Comté,Franche-Comté,3.00000000000,Predominantly rural,3.25000000000,Very high,163825.86123700000,Large,5.90000000000,Medium to high,0.97910447761,Very high,13.12217194570,Very high
HU11,"2",HU,Budapest,Budapest,1.00000000000,Predominantly urban,0.36666666667,Medium to low,16429.31111110000,Very Small,2.30000000000,Very low,0.17532467533,Medium to low,0.00000000000,No data
ITI3,"2",IT,Marche,Marche,3.00000000000,Predominantly rural,0.17350746269,Low,35544.01574570000,Small,6.20000000000,High,0.06417957635,Low,10.94674556210,High
FRK1,"2",FR,Auvergne,Auvergne,3.00000000000,Predominantly rural,1.72020725389,Very high,92445.71866139999,Medium to Large,7.10000000000,High,0.60272727273,Very high,8.84855360182,High
FRC1,"2",FR,Bourgogne,Bourgogne,3.00000000000,Predominantly rural,2.04166666667,Very high,213778.12453299999,Large,6.60000000000,High,0.88615023474,Very high,11.39476961390,High
LT01,"2",LT,Sostinės regionas,Sostinės regionas,0.00000000000,No data,0.35135135135,Medium to low,11552.14570740000,Very Small,4.50000000000,Medium to high,0.11223118280,Medium to low,3.26481257557,Medium to low
NL21,"2",NL,Overijssel,Overijssel,1.00000000000,Predominantly urban,0.39215686275,Medium to low,319160.39849599998,Very Large,3.30000000000,Low,1.77083333333,Very high,2.40601503759,Medium to low
FRJ1,"2",FR,Languedoc-Roussillon,Languedoc-Roussillon,3.00000000000,Predominantly rural,0.82851239669,Medium to high,100534.46831300000,Medium to Large,9.00000000000,Very high,0.35451505017,High,18.72427983540,Very high
SE33,"2",SE,Övre Norrland,Övre Norrland,3.00000000000,Predominantly rural,0.29104477612,Medium to low,46457.17796610000,Medium to Small,5.10000000000,Medium to high,0.15686274510,Medium to low,4.23728813559,Medium to low
UKN0,"2",UK,Northern Ireland,Northern Ireland,2.00000000000,Intermediate,0.41066666667,Medium to low,87983.99713700000,Medium to Small,2.70000000000,Low,0.08860195904,Low,0.49059689289,Very low
ITF4,"2",IT,Puglia,Puglia,2.00000000000,Intermediate,0.14691189827,Very low,22782.87512410000,Very Small,12.10000000000,Very high,0.04934210526,Low,5.66264430862,Medium to high
IE04,"2",IE,Northern and Western,Northern and Western,0.00000000000,No data,0.40021401819,Medium to low,26756.11704420000,Small,4.20000000000,Medium to low,0.20598438855,Medium to high,1.15045838576,Low
IE05,"2",IE,Southern,Southern,0.00000000000,No data,0.48512110727,Medium to high,74224.61706700000,Medium to Small,4.30000000000,Medium to high,0.36305562949,High,1.36665365092,Low
UKC1,"2",UK,Tees Valley and Durham,Tees Valley and Durham,1.00000000000,Predominantly urban,0.11538461539,Very low,111249.97297300000,Medium to Large,5.60000000000,Medium to high,0.17989417989,Medium to low,0.46511627907,Very low
UKH2,"2",UK,Bedfordshire and Hertfordshire,Bedfordshire and Hertfordshire,1.00000000000,Predominantly urban,0.08823529412,Very low,153853.78915699999,Large,2.70000000000,Very low,0.31746031746,Medium to high,0.63694267516,Very low
UKE3,"2",UK,South Yorkshire,South Yorkshire,1.00000000000,Predominantly urban,0.09677419355,Very low,145922.91954000000,Medium to Large,5.10000000000,Medium to high,0.22535211268,Medium to high,0.00000000000,No data
SK01,"2",SK,Bratislavský kraj,Bratislavský kraj,1.00000000000,Predominantly urban,0.53846153846,Medium to high,139359.10465100000,Medium to Large,2.30000000000,Very low,0.11688311688,Medium to low,2.32558139535,Low
UKJ3,"2",UK,Hampshire and Isle of Wight,Hampshire and Isle of Wight,1.00000000000,Predominantly urban,0.06122448980,Very low,179431.87084900000,Large,3.20000000000,Low,0.24884792627,Medium to high,0.81300813008,Very low
HU21,"2",HU,Közép-Dunántúl,Közép-Dunántúl,3.00000000000,Predominantly rural,0.29678362573,Medium to low,38001.36593840000,Small,1.70000000000,Very low,0.12200557103,Medium to low,1.63853028798,Low
SI03,"2",SI,Vzhodna Slovenija,Vzhodna Slovenija,3.00000000000,Predominantly rural,0.24150548876,Low,15940.27477040000,Very Small,4.20000000000,Medium to low,0.43253079507,High,4.67070549150,Medium to low
UKC2,"2",UK,Northumberland and Tyne and Wear,Northumberland and Tyne and Wear,1.00000000000,Predominantly urban,0.15068493151,Very low,149386.12133900000,Medium to Large,5.60000000000,Medium to high,0.29347826087,Medium to high,2.32558139535,Low
SE31,"2",SE,Norra Mellansverige,Norra Mellansverige,3.00000000000,Predominantly rural,0.27983539095,Medium to low,49676.73214290000,Medium to Small,7.60000000000,High,0.20825852783,Medium to high,11.16071428570,High
FRH0,"2",FR,Bretagne,Bretagne,3.00000000000,Predominantly rural,3.34751773050,Very high,293091.91673200001,Very Large,5.90000000000,Medium to high,1.19194515853,Very high,12.11884284600,High
UKG3,"2",UK,West Midlands,West Midlands,1.00000000000,Predominantly urban,0.10000000000,Very low,103835.22727300000,Medium to Large,5.90000000000,Medium to high,0.15789473684,Medium to low,0.00000000000,Very low
UKD6,"2",UK,Cheshire,Cheshire,1.00000000000,Predominantly urban,0.10843373494,Very low,205769.15414999999,Large,3.20000000000,Low,0.29230769231,Medium to high,0.72463768116,Very low
UKD7,"2",UK,Merseyside,Merseyside,1.00000000000,Predominantly urban,0.28571428571,Medium to low,191284.14285700000,Large,3.80000000000,Medium to low,0.23529411765,Medium to high,3.70370370370,Medium to low
UKH1,"2",UK,East Anglia,East Anglia,2.00000000000,Intermediate,0.09364548495,Very low,274933.80337799998,Very Large,2.90000000000,Low,0.36798679868,High,0.86633663366,Very low
SE32,"2",SE,Mellersta Norrland,Mellersta Norrland,3.00000000000,Predominantly rural,0.30769230769,Medium to low,43571.31089740000,Small,6.50000000000,High,0.16356877323,Medium to low,8.97435897436,High
UKI7,"2",UK,Outer London — West and North West,Outer London — West and North West,1.00000000000,Predominantly urban,0.00000000000,No data,0.00000000000,No data,5.10000000000,Medium to high,0.25000000000,Medium to high,0.00000000000,Very low
UKI3,"2",UK,Inner London — West,Inner London — West,1.00000000000,Predominantly urban,0.00000000000,No data,0.00000000000,No data,3.80000000000,Medium to low,0.00000000000,No data,0.00000000000,Very low
UKI4,"2",UK,Inner London — East,Inner London — East,1.00000000000,Predominantly urban,0.00000000000,No data,0.00000000000,No data,4.00000000000,Medium to low,0.00000000000,No data,0.00000000000,No data
UKI5,"2",UK,Outer London — East and North East,Outer London — East and North East,1.00000000000,Predominantly urban,0.00000000000,No data,0.00000000000,No data,4.40000000000,Medium to high,0.50000000000,High,0.00000000000,No data
UKD1,"2",UK,Cumbria,Cumbria,2.00000000000,Intermediate,0.14393939394,Very low,164489.93390199999,Large,2.00000000000,Very low,0.16957605985,Medium to low,0.78895463511,Very low
UKD3,"2",UK,Greater Manchester,Greater Manchester,1.00000000000,Predominantly urban,0.00000000000,No data,63608.23376620000,Medium to Small,5.10000000000,Medium to high,0.14925373134,Medium to low,1.21951219512,Low
UKD4,"2",UK,Lancashire,Lancashire,1.00000000000,Predominantly urban,0.14141414141,Very low,152062.11661800000,Large,3.70000000000,Medium to low,0.19512195122,Medium to high,0.57142857143,Very low
UKE4,"2",UK,West Yorkshire,West Yorkshire,1.00000000000,Predominantly urban,0.12307692308,Very low,75323.10795450000,Medium to Small,4.60000000000,Medium to high,0.16556291391,Medium to low,0.54054054054,Very low
HU32,"2",HU,Észak-Alföld,Észak-Alföld,3.00000000000,Predominantly rural,0.28736695974,Medium to low,27871.78780450000,Small,6.30000000000,High,0.08938746439,Low,2.07618113454,Low
HU33,"2",HU,Dél-Alföld,Dél-Alföld,3.00000000000,Predominantly rural,0.26163873371,Low,29352.96504200000,Small,4.00000000000,Medium to low,0.08575077541,Low,1.46218487395,Low
UKE2,"2",UK,North Yorkshire,North Yorkshire,2.00000000000,Intermediate,0.13537117904,Very low,184987.92496599999,Large,2.70000000000,Very low,0.27478260870,Medium to high,0.86580086580,Very low
UKF1,"2",UK,Derbyshire and Nottinghamshire,Derbyshire and Nottinghamshire,1.00000000000,Predominantly urban,0.12781954887,Very low,151629.77475200000,Large,3.90000000000,Medium to low,0.17784256560,Medium to low,0.70588235294,Very low
UKJ4,"2",UK,Kent,Kent,1.00000000000,Predominantly urban,0.12500000000,Very low,173309.75824200001,Large,3.90000000000,Medium to low,0.33823529412,High,1.09489051095,Low
UKI6,"2",UK,Outer London — South,Outer London — South,1.00000000000,Predominantly urban,0.00000000000,No data,409563.20000000001,Very Large,4.10000000000,Medium to low,0.25000000000,Medium to high,0.00000000000,No data
UKF2,"2",UK,"Leicestershire, Rutland and Northamptonshire","Leicestershire, Rutland and Northamptonshire",1.00000000000,Predominantly urban,0.11643835616,Very low,173581.08785499999,Large,4.20000000000,Medium to low,0.24437299035,Medium to high,1.02827763496,Very low
UKK4,"2",UK,Devon,Devon,2.00000000000,Intermediate,0.11295681063,Very low,112319.16666700000,Medium to Large,3.00000000000,Low,0.16870748299,Medium to low,3.32936979786,Medium to low
UKK1,"2",UK,"Gloucestershire, Wiltshire and Bristol/Bath area","Gloucestershire, Wiltshire and Bristol/Bath area",1.00000000000,Predominantly urban,0.08750000000,Very low,153327.51159200000,Large,2.70000000000,Low,0.23473282443,Medium to high,3.73983739837,Medium to low
UKK2,"2",UK,Dorset and Somerset,Dorset and Somerset,1.00000000000,Predominantly urban,0.12931034483,Very low,156435.87111099999,Large,2.10000000000,Very low,0.21621621622,Medium to high,3.15315315315,Medium to low
